Sales_ID,name,year,selling_price,km_driven,Region,State or Province,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,sold,Car Age,car_company,car_model,car_new_name
366,Maruti Wagon R LXI,2005,65000,35000,West,California,Los Angeles,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5,Y,20,Maruti,Wagon,R LXI
367,Maruti Swift Dzire VDI,2016,550000,60000,West,California,Los Angeles,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,190Nm@ 2000rpm,5,Y,9,Maruti,Swift,Dzire VDI
368,Hyundai i10 Magna,2010,140000,70000,East,New York,New York City,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197.0,78.9,111.7Nm@ 4000rpm,5,Y,15,Hyundai,i10,Magna
369,Renault KWID RXT,2016,300000,30000,West,California,Los Angeles,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72Nm@ 4386rpm,5,Y,9,Renault,KWID,RXT
370,Volkswagen GTI 1.8 TSI,2016,800000,70000,West,California,Los Angeles,Petrol,Individual,Automatic,First Owner,16.34,1798.0,189.3,250Nm@ 1250-5300rpm,5,Y,9,Volkswagen,GTI,1.8 TSI
371,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,West,California,Los Angeles,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,430Nm@ 1750-2500rpm,5,Y,8,Jaguar,XE,2016-2019 2.0L Diesel Prestige
372,Lexus ES 300h,2019,5150000,20000,East,New York,New York City,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,202Nm@ 3600-5200rpm,5,Y,6,Lexus,ES,300h
373,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,West,California,Los Angeles,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,430Nm@ 1750-2500rpm,5,Y,8,Jaguar,XF,2.0 Diesel Portfolio
374,Tata Safari Storme EX,2015,503000,110000,Central,Michigan,Detroit,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,320Nm@ 1500-3000rpm,7,Y,10,Tata,Safari,Storme EX
375,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Central,Michigan,Detroit,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,400Nm,5,Y,6,Volvo,XC40,D4 Inscription BSIV
376,Toyota Camry 2.5 Hybrid,2016,2000000,68089,West,Washington,Seattle,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,213Nm@ 4500rpm,5,Y,9,Toyota,Camry,2.5 Hybrid
377,Maruti Wagon R LXI,2013,225000,58343,West,California,San Francisco,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,90Nm@ 3500rpm,5,Y,12,Maruti,Wagon,R LXI
378,Maruti Baleno Alpha 1.3,2018,740000,38817,West,California,Los Angeles,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,190Nm@ 2000rpm,5,Y,7,Maruti,Baleno,Alpha 1.3
379,Honda Jazz VX,2016,550000,56494,East,New York,New York City,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,110Nm@ 4800rpm,5,Y,9,Honda,Jazz,VX
380,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,South,North Carolina,Charlotte,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,200Nm@ 1200-3600rpm,7,Y,12,Toyota,Innova,2.5 VX (Diesel) 7 Seater
381,Maruti Swift AMT VVT VXI,2019,650000,5621,South,Florida,Miami,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,113Nm@ 4200rpm,5,Y,6,Maruti,Swift,AMT VVT VXI
382,Toyota Etios VX,2017,625000,25538,South,Florida,Miami,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,132Nm@ 3000rpm,5,Y,8,Toyota,Etios,VX
383,Maruti Swift AMT ZXI,2018,600000,69779,West,California,Los Angeles,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,113Nm@ 4200rpm,5,Y,7,Maruti,Swift,AMT ZXI
384,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,West,California,Los Angeles,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,190.24nm@ 1750-2250rpm,5,Y,8,Hyundai,Grand,i10 1.2 CRDi Sportz
385,BMW X4 M Sport X xDrive20d,2019,5400000,7500,South,Florida,Miami,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,400Nm@ 1750-2500rpm,5,Y,6,BMW,X4,M Sport X xDrive20d
386,BMW X4 M Sport X xDrive20d,2019,5500000,8500,South,Florida,Miami,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,400Nm@ 1750-2500rpm,5,Y,6,BMW,X4,M Sport X xDrive20d
387,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,West,California,Los Angeles,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,110Nm@ 4800rpm,5,Y,6,Honda,Amaze,V CVT Petrol BSIV
388,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Central,Michigan,Detroit,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,153Nm@ 3800rpm,5,Y,9,Skoda,Rapid,1.6 MPI AT Elegance
389,Volvo V40 D3 R-Design,2018,2475000,2000,Central,Michigan,Detroit,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,350Nm@ 1500-2750rpm,5,Y,7,Volvo,V40,D3 R-Design
390,Hyundai i10 Magna,2010,150000,106000,Central,Michigan,Detroit,Petrol,Individual,Manual,Third Owner,20.36,1197.0,78.9,111.7Nm@ 4000rpm,5,Y,15,Hyundai,i10,Magna
392,Honda CR-V 2.4L 4WD AT,2009,500000,120000,West,Washington,Seattle,Petrol,Individual,Automatic,Second Owner,11.1,2354.0,158.8,218Nm@ 4200rpm,5,Y,16,Honda,CR-V,2.4L 4WD AT
393,Maruti Swift Dzire VDI,2015,480000,90000,East,New York,New York City,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,190Nm@ 2000rpm,5,Y,10,Maruti,Swift,Dzire VDI
394,Hyundai Verna 1.6 SX CRDi (O),2014,535000,70000,East,New York,New York City,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,259.8Nm@ 1900-2750rpm,5,Y,11,Hyundai,Verna,1.6 SX CRDi (O)
395,Toyota Innova 2.5 G1 Diesel 8-seater,2005,250000,240000,West,Washington,Seattle,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8,Y,20,Toyota,Innova,2.5 G1 Diesel 8-seater
396,Maruti SX4 Celebration Diesel,2012,300000,100000,West,Washington,Seattle,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,200Nm@ 1750rpm,5,Y,13,Maruti,SX4,Celebration Diesel
397,Hyundai Verna XXi ABS (Petrol),2009,340000,214000,Central,Texas,Dallas,Petrol,Individual,Manual,Second Owner,13.9,1599.0,103.2,"14.9@ 3,000(kgm@ rpm)",5,Y,16,Hyundai,Verna,XXi ABS (Petrol)
398,Hyundai Verna CRDi SX,2009,340000,214000,West,California,Los Angeles,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,"24@ 1,900-2,750(kgm@ rpm)",5,Y,16,Hyundai,Verna,CRDi SX
399,Maruti Alto 800 VXI,2016,240000,50000,Central,Illinois,Chicago,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,69Nm@ 3500rpm,5,Y,9,Maruti,Alto,800 VXI
400,Honda City i-VTEC CVT V,2018,1085000,1000,East,Pennsylvania,Philadelphia,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,145Nm@ 4600rpm,5,Y,7,Honda,City,i-VTEC CVT V
401,Maruti Swift Dzire AMT VDI,2017,750000,19000,West,California,Los Angeles,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.02,190Nm@ 2000rpm,5,Y,8,Maruti,Swift,Dzire AMT VDI
402,Tata Indigo LS,2012,95000,265000,East,New York,New York City,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,"13.5@ 2,500(kgm@ rpm)",5,Y,13,Tata,Indigo,LS
403,Maruti Eeco CNG 5 Seater AC,2020,409999,35000,Central,Michigan,Detroit,CNG,Individual,Manual,First Owner,20.88,1196.0,61.7,85Nm@ 3000rpm,5,Y,5,Maruti,Eeco,CNG 5 Seater AC
404,Maruti Alto K10 VXI,2014,215000,80000,Central,Michigan,Detroit,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,90Nm@ 3500rpm,5,Y,11,Maruti,Alto,K10 VXI
405,Mahindra XUV500 AT W10 AWD,2016,1290000,50000,South,North Carolina,Charlotte,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,330Nm@ 1600-2800rpm,7,Y,9,Mahindra,XUV500,AT W10 AWD
406,Maruti Alto K10 LXI,2010,150000,80000,South,North Carolina,Charlotte,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,90Nm@ 3500rpm,5,Y,15,Maruti,Alto,K10 LXI
407,Hyundai EON Sportz,2013,219000,50000,East,New York,New York City,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5,Y,12,Hyundai,EON,Sportz
408,Tata Tiago 1.2 Revotron XE,2018,325000,100000,East,New York,New York City,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,114Nm@ 3500rpm,5,Y,7,Tata,Tiago,1.2 Revotron XE
409,Maruti Eeco Smiles 5 Seater AC,2013,260000,120000,South,Florida,Miami,Petrol,Individual,Manual,Second Owner,15.1,1196.0,73.0,101Nm@ 3000rpm,5,Y,12,Maruti,Eeco,Smiles 5 Seater AC
410,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,West,California,San Francisco,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,430Nm@ 1750-2500rpm,5,Y,8,Jaguar,XE,2016-2019 2.0L Diesel Prestige
411,Lexus ES 300h,2019,5150000,20000,South,Georgia,Atlanta,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,202Nm@ 3600-5200rpm,5,Y,6,Lexus,ES,300h
412,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,East,New York,New York City,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,430Nm@ 1750-2500rpm,5,Y,8,Jaguar,XF,2.0 Diesel Portfolio
413,Tata Safari Storme EX,2015,503000,110000,East,New York,New York City,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,320Nm@ 1500-3000rpm,7,Y,10,Tata,Safari,Storme EX
414,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,West,California,Los Angeles,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,400Nm,5,Y,6,Volvo,XC40,D4 Inscription BSIV
415,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Central,Michigan,Detroit,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,213Nm@ 4500rpm,5,Y,9,Toyota,Camry,2.5 Hybrid
416,Maruti Wagon R LXI,2013,225000,58343,Central,Michigan,Detroit,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,90Nm@ 3500rpm,5,Y,12,Maruti,Wagon,R LXI
417,Maruti Baleno Alpha 1.3,2018,740000,38817,East,New York,New York City,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,190Nm@ 2000rpm,5,Y,7,Maruti,Baleno,Alpha 1.3
418,Honda Jazz VX,2016,550000,56494,South,Florida,Miami,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,110Nm@ 4800rpm,5,Y,9,Honda,Jazz,VX
419,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,South,Florida,Miami,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,200Nm@ 1200-3600rpm,7,Y,12,Toyota,Innova,2.5 VX (Diesel) 7 Seater
420,Maruti Swift AMT VVT VXI,2019,650000,5621,South,Florida,Miami,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,113Nm@ 4200rpm,5,Y,6,Maruti,Swift,AMT VVT VXI
421,Toyota Etios VX,2017,625000,25538,East,New York,New York City,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,132Nm@ 3000rpm,5,Y,8,Toyota,Etios,VX
422,Maruti Swift AMT ZXI,2018,600000,69779,East,New York,New York City,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,113Nm@ 4200rpm,5,Y,7,Maruti,Swift,AMT ZXI
423,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Central,Michigan,Detroit,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,190.24nm@ 1750-2250rpm,5,Y,8,Hyundai,Grand,i10 1.2 CRDi Sportz
424,BMW X4 M Sport X xDrive20d,2019,5400000,7500,East,Massachusetts,Boston,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,400Nm@ 1750-2500rpm,5,Y,6,BMW,X4,M Sport X xDrive20d
425,BMW X4 M Sport X xDrive20d,2019,5500000,8500,West,California,Los Angeles,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,400Nm@ 1750-2500rpm,5,Y,6,BMW,X4,M Sport X xDrive20d
426,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,West,California,Los Angeles,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,110Nm@ 4800rpm,5,Y,6,Honda,Amaze,V CVT Petrol BSIV
427,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,West,California,Los Angeles,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,153Nm@ 3800rpm,5,Y,9,Skoda,Rapid,1.6 MPI AT Elegance
428,Volvo V40 D3 R-Design,2018,2475000,2000,West,California,Los Angeles,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,350Nm@ 1500-2750rpm,5,Y,7,Volvo,V40,D3 R-Design
429,Honda Amaze S CVT Diesel BSIV,2019,700000,40000,West,California,Los Angeles,Diesel,Individual,Automatic,First Owner,23.8,1498.0,78.9,160Nm@ 1750rpm,5,Y,6,Honda,Amaze,S CVT Diesel BSIV
430,Hyundai Creta 1.4 CRDi Base,2017,950000,45000,Central,Illinois,Chicago,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,219.7Nm@ 1500-2750rpm,5,Y,8,Hyundai,Creta,1.4 CRDi Base
431,Maruti Alto LXi BSIII,2010,160000,80000,Central,Illinois,Chicago,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5,Y,15,Maruti,Alto,LXi BSIII
432,Hyundai Xcent 1.1 CRDi S Option,2015,409999,135000,Central,Illinois,Chicago,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.01,180.4Nm@ 1750-2500rpm,5,Y,10,Hyundai,Xcent,1.1 CRDi S Option
433,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,840000,120000,West,California,Los Angeles,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,200Nm@ 1400-3400rpm,7,Y,10,Toyota,Innova,2.5 G (Diesel) 7 Seater
434,Toyota Etios Liva Diesel,2013,450000,67000,West,California,Los Angeles,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.1,170Nm@ 1800-2400rpm,5,Y,12,Toyota,Etios,Liva Diesel
435,Maruti Swift Dzire ZDI Plus,2017,900000,50000,South,Georgia,Atlanta,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,190Nm@ 2000rpm,5,Y,8,Maruti,Swift,Dzire ZDI Plus
436,Toyota Innova 2.5 V Diesel 7-seater,2008,570000,134000,South,Georgia,Atlanta,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),7,Y,17,Toyota,Innova,2.5 V Diesel 7-seater
437,Nissan Micra Diesel XV,2011,254999,110000,South,Georgia,Atlanta,Diesel,Individual,Manual,Second Owner,23.08,1461.0,63.1,160Nm@ 2000rpm,5,Y,14,Nissan,Micra,Diesel XV
438,Maruti 800 AC BSIII,2009,130000,40000,West,California,Los Angeles,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,59Nm@ 2500rpm,4,Y,16,Maruti,800,AC BSIII
439,Maruti Swift Dzire VDI,2013,530000,120000,East,New York,New York City,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,190Nm@ 2000rpm,5,Y,12,Maruti,Swift,Dzire VDI
440,Volkswagen Polo 1.5 TDI Highline,2015,520000,110000,East,New York,New York City,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.8,230Nm@ 1500-2500rpm,5,Y,10,Volkswagen,Polo,1.5 TDI Highline
441,Mahindra Verito 1.5 D2 BSIII,2011,229999,170000,East,District of Columbia,Washington,Diesel,Individual,Manual,Second Owner,21.0,1461.0,64.1,160Nm@ 2000rpm,5,Y,14,Mahindra,Verito,1.5 D2 BSIII
442,Maruti 800 AC BSIII,2004,81000,80000,East,District of Columbia,Washington,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,59Nm@ 2500rpm,4,Y,21,Maruti,800,AC BSIII
443,Maruti Swift VDI Optional,2016,600000,47000,West,California,Los Angeles,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,190Nm@ 2000rpm,5,Y,9,Maruti,Swift,VDI Optional
444,Hyundai Xcent 1.2 Kappa S Option,2015,409999,93000,West,California,Los Angeles,Petrol,Individual,Manual,First Owner,19.1,1197.0,81.86,113.75Nm@ 4000rpm,5,Y,10,Hyundai,Xcent,1.2 Kappa S Option
445,Maruti 800 Std,2010,120000,70000,East,New York,New York City,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,59Nm@ 2500rpm,4,Y,15,Maruti,800,Std
446,Maruti Celerio VXI,2014,320000,50000,East,New York,New York City,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,90Nm@ 3500rpm,5,Y,11,Maruti,Celerio,VXI
447,Ford Figo Diesel EXI,2015,292000,70000,South,Florida,Miami,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.05,160Nm@ 2000rpm,5,Y,10,Ford,Figo,Diesel EXI
448,Tata Safari DICOR 2.2 LX 4x2,2012,390000,80000,West,California,Los Angeles,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,320Nm@ 1700-2700rpm,7,Y,13,Tata,Safari,DICOR 2.2 LX 4x2
449,Ford Figo 1.2P Titanium Plus MT,2016,550000,44000,West,California,Los Angeles,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,112Nm@ 4000rpm,5,Y,9,Ford,Figo,1.2P Titanium Plus MT
450,Maruti Celerio ZXI,2014,385000,25000,Central,Illinois,Chicago,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,90Nm@ 3500rpm,5,Y,11,Maruti,Celerio,ZXI
451,Hyundai Creta 1.6 VTVT S,2016,800000,25000,Central,Texas,Dallas,Petrol,Individual,Manual,First Owner,15.29,1591.0,121.3,151Nm@ 4850rpm,5,Y,9,Hyundai,Creta,1.6 VTVT S
452,Maruti Swift Dzire VXI 1.2,2019,675000,10000,Central,Texas,Dallas,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,113Nm@ 4200rpm,5,Y,6,Maruti,Swift,Dzire VXI 1.2
453,Tata Hexa XT,2018,1525000,50000,Central,Texas,Dallas,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,400Nm@ 1750-2500rpm,7,Y,7,Tata,Hexa,XT
454,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,30000,East,New York,New York City,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,205Nm@ 1750-3250rpm,5,Y,7,Ford,EcoSport,1.5 Diesel Titanium Plus BSIV
455,Hyundai i20 Active 1.4 SX with AVN,2015,610000,50000,East,New York,New York City,Diesel,Individual,Manual,Second Owner,21.19,1396.0,88.73,219.66nm@ 1500-2750rpm,5,Y,10,Hyundai,i20,Active 1.4 SX with AVN
456,Hyundai i20 Asta 1.4 CRDi,2012,525000,120000,West,California,Los Angeles,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5,Y,13,Hyundai,i20,Asta 1.4 CRDi
457,Honda Amaze S CVT Diesel BSIV,2019,700000,40000,West,California,Los Angeles,Diesel,Individual,Automatic,First Owner,23.8,1498.0,78.9,160Nm@ 1750rpm,5,Y,6,Honda,Amaze,S CVT Diesel BSIV
458,Mahindra Bolero 2011-2019 SLE,2015,375000,80000,East,New York,New York City,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,195Nm@ 1400-2200rpm,7,Y,10,Mahindra,Bolero,2011-2019 SLE
459,Nissan Terrano XL Plus 85 PS,2015,580000,90000,West,California,Los Angeles,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,200Nm@ 1900rpm,5,Y,10,Nissan,Terrano,XL Plus 85 PS
460,Maruti Swift VXI Windsong Limited edition,2015,434999,50000,West,California,Los Angeles,Petrol,Individual,Manual,Second Owner,20.4,1197.0,83.11,115Nm@ 4000rpm,5,Y,10,Maruti,Swift,VXI Windsong Limited edition
461,Datsun RediGO 1.0 S,2020,350000,2136,West,California,Los Angeles,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,91Nm@ 4250rpm,5,Y,5,Datsun,RediGO,1.0 S
462,Toyota Innova 2.5 G (Diesel) 7 Seater,2012,730000,250000,South,Florida,Miami,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.0,200Nm@ 1400-3400rpm,7,Y,13,Toyota,Innova,2.5 G (Diesel) 7 Seater
463,Hyundai i20 Magna 1.2,2015,600000,35000,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5,Y,10,Hyundai,i20,Magna 1.2
464,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1050000,120000,Central,Illinois,Chicago,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,200Nm@ 1400-3400rpm,7,Y,10,Toyota,Innova,2.5 VX (Diesel) 7 Seater
465,Maruti Baleno Alpha 1.3,2017,735000,70000,Central,Texas,Houston,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,190Nm@ 2000rpm,5,Y,8,Maruti,Baleno,Alpha 1.3
466,Renault Duster 110PS Diesel RxZ,2018,1050000,18000,Central,Texas,Houston,Diesel,Dealer,Manual,First Owner,19.6,1461.0,108.45,245Nm@ 1750rpm,5,Y,7,Renault,Duster,110PS Diesel RxZ
467,Chevrolet Enjoy 1.3 TCDi LS 7,2016,420000,110000,West,California,Los Angeles,Diesel,Individual,Manual,Second Owner,18.2,1248.0,73.74,172.5Nm@ 1750rpm,7,Y,9,Chevrolet,Enjoy,1.3 TCDi LS 7
468,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,800000,60000,West,California,Los Angeles,Diesel,Individual,Manual,First Owner,23.65,1248.0,88.5,200Nm@ 1750rpm,5,Y,8,Maruti,SX4,S Cross 2015-2017 DDiS 200 Zeta
469,Toyota Fortuner 4x2 AT,2015,2000000,60000,Central,Illinois,Chicago,Diesel,Individual,Automatic,First Owner,12.55,2982.0,168.5,360Nm@ 1400-3200rpm,7,Y,10,Toyota,Fortuner,4x2 AT
470,Maruti Swift Dzire VDI,2016,600000,147000,Central,Illinois,Chicago,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,190Nm@ 2000rpm,5,Y,9,Maruti,Swift,Dzire VDI
471,Toyota Fortuner 4x2 AT,2015,1900000,130000,West,California,Los Angeles,Diesel,Individual,Automatic,First Owner,12.55,2982.0,168.5,360Nm@ 1400-3200rpm,7,Y,10,Toyota,Fortuner,4x2 AT
472,Chevrolet Captiva LT,2011,500000,99500,East,New York,New York City,Diesel,Individual,Manual,Third Owner,11.5,1991.0,147.9,320Nm@ 2000rpm,7,Y,14,Chevrolet,Captiva,LT
473,Tata Indica Vista Aqua 1.4 TDI,2011,200000,110000,Central,Michigan,Detroit,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,135 Nm at 2500  rpm ,5,Y,14,Tata,Indica,Vista Aqua 1.4 TDI
474,Nissan Micra Active XL Petrol,2016,370000,35000,Central,Illinois,Chicago,Petrol,Individual,Manual,First Owner,19.49,1198.0,67.04,104Nm@ 4000rpm,5,Y,9,Nissan,Micra,Active XL Petrol
475,Hyundai Verna Transform CRDi VGT SX ABS,2010,260000,110000,Central,Illinois,Chicago,Diesel,Individual,Manual,Second Owner,16.2,1493.0,110.0,24 KGM at 1900-2750 RPM,5,Y,15,Hyundai,Verna,Transform CRDi VGT SX ABS
476,Mahindra KUV 100 mFALCON D75 K8,2016,280000,100000,South,North Carolina,Charlotte,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,190Nm@ 1750-2250rpm,6,Y,9,Mahindra,KUV,100 mFALCON D75 K8
477,Maruti Ertiga VXI,2014,610000,21000,South,North Carolina,Charlotte,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,130Nm@ 4000rpm,7,Y,11,Maruti,Ertiga,VXI
478,Ford Fiesta Titanium 1.5 TDCi,2013,300000,60000,East,New York,New York City,Diesel,Individual,Manual,Second Owner,23.5,1498.0,90.0,204Nm@ 2000-2750rpm,5,Y,12,Ford,Fiesta,Titanium 1.5 TDCi
479,Tata Indigo CS LX DiCOR,2010,140000,40000,East,New York,New York City,Diesel,Individual,Manual,First Owner,16.6,1405.0,70.0,"14.3@ 1,800-3,000(kgm@ rpm)",5,Y,15,Tata,Indigo,CS LX DiCOR
480,Hyundai i10 Magna 1.1L,2008,229999,50000,South,North Carolina,Charlotte,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,99.04Nm@ 4500rpm,5,Y,17,Hyundai,i10,Magna 1.1L
481,Maruti A-Star Vxi,2010,200000,65000,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,90Nm@ 3500rpm,5,Y,15,Maruti,A-Star,Vxi
482,Maruti Wagon R VXI BSIII,2011,200000,80000,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5,Y,14,Maruti,Wagon,R VXI BSIII
483,Hyundai Verna 1.6 CRDi S,2015,560000,119000,East,District of Columbia,Washington,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.2,259.9Nm@ 1900-2750rpm,5,Y,10,Hyundai,Verna,1.6 CRDi S
484,Maruti Ertiga SHVS VDI,2016,750000,80000,East,District of Columbia,Washington,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,200Nm@ 1750rpm,7,Y,9,Maruti,Ertiga,SHVS VDI
485,Maruti Swift VDI BSIV,2017,585000,90000,East,District of Columbia,Washington,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,190Nm@ 2000rpm,5,Y,8,Maruti,Swift,VDI BSIV
486,Hyundai Verna 1.6 VTVT S Option,2016,760000,20000,South,North Carolina,Charlotte,Petrol,Individual,Manual,First Owner,17.01,1591.0,121.4,154.9Nm@ 4200rpm,5,Y,9,Hyundai,Verna,1.6 VTVT S Option
487,Maruti Swift VDI BSIV,2014,430000,80000,South,North Carolina,Charlotte,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,190Nm@ 2000rpm,5,Y,11,Maruti,Swift,VDI BSIV
488,Mahindra KUV 100 D75 K6 Plus,2020,480000,44665,West,California,Los Angeles,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,190Nm@ 1750-2250rpm,6,Y,5,Mahindra,KUV,100 D75 K6 Plus
